label,tweet,index
1,joey r u retard defense allow avg like 10 point u really need,5158
1,never trust bitch try side bitch,5159
1,fronting bitches get got island dick. never hit i'm fronting ass nigga,5160
1,s/o fat bitches ride dick t-shirt,5161
2,love acoustic domes hallways. favorite place sing public. lie.,5162
1,hoes gon find way wear spandex tell ya,5163
1,nigger,5164
1,there's like 5 injuries game football. shit trash lol,5165
1,"worried bout bitches, got one girl girl one else hit",5166
1,"i'm bout delete thirsty hoes, twitter nigga that's nobody yall look sooo wack",5167
1,"may bitch, least keep real.",5168
1,"actually, take back niggas ain't loyal im loyal fam nah negro nah",5169
1,know hard find good woman? yo hoe ass ungrateful cheating good woman cuz what? faggot shit.,5170
1,woke bed full bitches ain't even fuckin,5171
1,ain't nothing good head pussy curl yah toes,5172
2,really? nudes trash?,5173
1,brothers ex fat hog man swear reason money anything right cause white hoe,5174
2,guys colored eyes,5175
1,shoot em shit cool gimme shit play front bitches nigga.gimme jiggy shit ca .,5176
1,opinion irrelevant cunt.,5177
1,"class still drunk last night broad presentation chipotle, bitch live tease feed",5178
1,fucking cunts.,5179
1,secondary playing like hoes.,5180
1,reathie phone jumping gym finna cut bitch,5181
2,"in, throw birds long pointy beaks ?",5182
1,omfg pics tranny lmao,5183
1,hate bitch love bitch say love nigga confused ass bitch gon' do? gay bitch? straight bitch?,5184
1,bitch hella cranky today. someone hand joint.,5185
1,fuck bitch,5186
1,columbus found america killed injuns,5187
1,hoes going depression dude jail bc females gettn told shit need,5188
1,likes back dare. free fo cause whitey pay da fee,5189
1,judges fuckin retarded,5190
1,jordan's dropped 2014 trash fucked like 3 pair that's including columbian,5191
1,"real shit. bitch want grapes something, thats different.",5192
1,bitch gets smart look cute ratchet,5193
1,asian pussy?,5194
1,basic bitches workout planet fitness,5195
1,8/10 girls u went hs look horrible wanna believe it.i'm bout piss facebook hoes,5196
1,"hate tht hoe make hard talk, dont i? get topic, dont i? get poppin, dont i? i'll end stoppin, wont i?",5197
1,notice make music niggas get pussy.-drake,5198
1,hoes ? looking hoes ayeee,5199
1,"well first class bitch. go bitch life, bitch",5200
1,listen twitter 161 assholes followed stupid cunt mean want to. piss fu,5201
1,know gonna stalk tweets know dumb fucking bitch!,5202
1,wed ate get rid ex's get rid hoes need interference,5203
1,bbw shit get tf planet. take stud hoes too.,5204
2,zebra amongst sheep.,5205
1,bitch really happy got 60k followers getting kicked moving car abusive bf almost dyi,5206
1,watching madea plays every night singing ass bitches,5207
1,i'm tryna get snow day dick gon make nicca wreck tryn pull ya,5208
1,weight issue mine really needs good bitch slapp.,5209
1,could chick boobs face score fight better bitch made 114-114,5210
0,i'd like rape bitch posted that.,5211
1,bitches love nobody ho's everybody!,5212
1,people even get crushes me. im like total bitch.,5213
1,dudes probably think eating pussy sucking pussy lips,5214
1,dr gero made android 18 destroy da world das sum bitch nigga shit would program girl android gimme sum neck 24/7,5215
1,bitch ears. mama told talk bitches so. jk,5216
2,share wave trash cans,5217
1,. lol nah hoes dealt y'all,5218
1,lol imma start handing guides manuals cause bitches wanna bad,5219
1,"' see gotta get money palms itchin , niggahs gossip like hoes bitches .",5220
1,hoes everybody nigga!,5221
1,bc hair laid wuteva dont mean nothin. yo shit gotta smell marvelous nigga want bitch smell like burnt weave,5222
2,exactly folks can't favor get lovely old stadium.,5223
1,"x rays, wonder bitch got two heads",5224
1,ever ashamed are. unless hoe. ashamed bitch.,5225
1,"tyga hoe! pooted muthafuckin face. bout fight, bruh",5226
1,yea bitch dam!,5227
1,chicks tried.to put fire lol! i'm dirt bag courting dumb hoe though.,5228
1,cleveland nigga i'm fly switcharoo bitches lie,5229
2,dollar every time died flappy bird,5230
1,grow pair pussy,5231
1,fuckkkk faggot commie,5232
1,lmaoo nigger scared results supposed today lol lol,5233
1,can't eat pussy that's got hair i'm even sure really know eat pussy.,5234
2,song trash.,5235
1,rihanna currently dropping bombs bitches!,5236
2,real reason gave rapping me. called trash face n asked,5237
1,"hoe, ugly, bitch, this, . dated her? please, take seat.",5238
1,u tool bet u want shoot tho pussy ass nigga u can't dem hands tho,5239
1,know faggot named luke,5240
2,"i'm going dress trash halloween. oh wait, look like everyday.",5241
1,lmao niggas act like lil bitches,5242
1,bitches praying day leave nigga.,5243
1,ol heads always think young nicca gon runoff wit sacc,5244
1,lame niggas trash.,5245
1,90 percent yo bitch 100 percent scrap,5246
1,light skin niggah,5247
1,bought bitch mozzarella sticks. bitches love mozzarella sticks,5248
1,charlie horses suck ass ouch,5249
1,little brother hate admit knows why. he's still lil bitch though. fuck you!,5250
1,well know victoria's secret now. yea cocoa puff bird fucking,5251
1,latina bitches,5252
1,crazy bitch - buckcherry,5253
2,funny rick scott accuses charlie crist changing positions everything. rick's positions dictated corp,5254
2,remember paused all-star game honor mariano rivera?,5255
1,ik look good dam bitches stop making obv staring loll,5256
1,gotta boomin ass voice look bitches scream now. den ya da pussy,5257
2,"magnus team leader particularly rude unhelpful. opposed charlie, blatantly lied. awful service. ;",5258
2,skating trash.,5259
1,| jap nese | pretty young japanese girl hot cunt fucked c |,5260
1,threw pussy bt neva caught gay,5261
1,"lmao. brutal nigs can't get jobs, lol.",5262
1,lol man bitch shutup i'm salty lowkey,5263
2,faints idea many resumes went straight trash ;,5264
1,stafford pussy,5265
1,call bitch,5266
1,where's pic standing bitch looks like voltorb ;,5267
2,hi charlie,5268
2,jadeveon clowney tops latest mock draft. he's every 15 20 year guy.,5269
1,city used hoes.now bitches look sick.,5270
1,"turned bet awards 10 seconds, got witness random bitches getting drunk, d-wade dancing r-kelly.",5271
1,that's yo bitch may fight holmezz,5272
2,jihadis seem upset location jedah conference purpose,5273
1,thanks little fag,5274
1,melo got bitch east,5275
1,ah lil bit bitch,5276
2,remember va tech band called us planet apes. ready flip,5277
1,"dads side family ghetto af, moms side family prim proper. haha",5278
2,vintage mickey,5279
1,"aint got shit goin ya self, bitch gone want",5280
1,i'm jus tryn figure dem niccas together like dat,5281
1,girl nastiest skank bitch i've ever met. trust her. fugly slut,5282
1,bitch seen lose bad since work slitting wrists currently. thanks tom brady,5283
2,rise planet apes,5284
1,nooo left papers basement n niggah getting cakes -.-,5285
1,think fat bitch never see ya body tl got nothing neck avi's,5286
2,settled. ding dong far superior twinkie.,5287
1,played great job who's retard now?,5288
1,worse bitch looks better main bitch. that's bad right lol,5289
2,harlem world trash? interesting.,5290
2,"bruhhhhh, want oreos milk.",5291
0,green azz niggas! yall new bitches condone dat sucka activity dat keep doin it!,5292
1,know llive stupid cunt,5293
1,hoes say i'm much. think i'm much,5294
1,love hoes,5295
1,hoes disguise real women,5296
1,beat tho bitch im trying bone,5297
1,got tits big hoe evens,5298
2,"mind twinkies gonna gone, concerned rest hostesses product line",5299
2,charlie strong texas back power better power big 12 anybody's,5300
2,i've shots go yellow smoke,5301
2,rev. charlie rangel unions stand spiritual damn things like inflatable rats.,5302
1,hoes keep callin ain't pickin,5303
1,"fight . expose hoes , super gay shit , anything negative , since that's society works.",5304
1,told mom eats cereal ugly gon say rude little bitch thought let bitch know,5305
1,honkey ass bitch tryna tell shit.,5306
2,crackers leave parched asf,5307
0,automatically suspicious white folk try hard show like us darkies.,5308
1,joe changed life went back old bitch ha. got bitches worked,5309
1,follow back bitch.,5310
2,open starburst candy get 2 yellows ; lmao bruh,5311
1,sheeeeeit tell me! wana fat bitch smell like bologna,5312
1,dumb bitches r 8th,5313
1,next bitch gone turn fashion side. ain't wearing nun designer shit. shit basic af,5314
1,got natural mean face havin mean mugs ion even knowin bitch shut fuck right,5315
2,anyone hate charlie sheen,5316
0,anyone came us indentured servant white trash.,5317
1,gotta red headed afrotino-asian albino autistic branch davidian hermaphrodite avengers!,5318
1,resisting urge smack bitch,5319
1,top 5 stankiest pussies,5320
1,yeah read yo shit fast bitch,5321
2,jihadis identify man done si one carried massive suicide bombing speicher camp,5322
2,bet new york yankee prog,5323
1,fuck dont let nobody hit pussy either know firm,5324
1,"jesus loves you, everyone else thinks right cunt.",5325
2,"last time auditions came dublin, auditioned . man blue monkey",5326
1,want expose bitches,5327
1,rate hoe,5328
1,"watchu smiling da foe nigguh,",5329
2,"girlfriend taller you, responsibility take trash fight anyone breaks",5330
1,"bruh, chichi go months years without seeing still bae. basic ass bitches can't go 2 missed calls",5331
1,real shit bro yo hoe told smoothie king straws ca fuck,5332
1,i'm apparently good luck chuck bitches. -.-,5333
1,i'll always remember feeling like good. like like whack bitch could. lied.,5334
1,fuck u stupid hoes,5335
1,i'm going show bitches done.,5336
0,"need thank me, killing niggers reward. dis pal graduation 26",5337
1,y'all hoes messy god !,5338
1,like bitches simple laid back relaxed mental,5339
1,realize bae hoe,5340
2,birds feather. go away,5341
1,hot allergies killing feel like little bitch,5342
0,sorry fo da rant. make mad ashamed colored. wish white y'all would like,5343
1,u look like dyke ur pic lol,5344
1,bitches tweeting last night like something special except hoes,5345
1,asked what's definition preppy white girl niggah said starbucks,5346
2,"one tonight's dog walk sunset. aka, invisible bird wire. sunset invisible bird wir es",5347
2,miss nyc! nashville needs pro al team. closest kc tampa. that's pretty bad. south nl.,5348
1,forte trucked dude hoe ass lol,5349
1,"anacortes bucks got racks like black bitch, dwammm",5350
1,i'm bout be.back old shit miss hoes texting saying wanna come see,5351
1,"thinner eyebrow, crazier bitch",5352
2,"attack animals, last house left lake, got colored eyes.we known.! lol",5353
1,honestly hoodiest ratchet bitch asked prom i'm dere,5354
2,yeah know jeff's book. one admits beating prisoners lying abo,5355
1,food pussy pussy = food food pussy.,5356
1,white girls u holla nooooo brothas go ugliest bad built hoes ever,5357
1,guy would get show spike could somehow revive son bitch. i'd watch.,5358
1,got niggas got bitches,5359
1,fucked albino. weird like white body impersonating black voice. like iggy azalea,5360
1,"niggas get fucked weekends get fucked daily, bitch still bigger, level",5361
1,dumb nigguh,5362
1,hoe like gettin drunk,5363
2,never really rocked white sole. feel ya bro. these!? favorite foam time.,5364
1,bitches hating,5365
1,got private tracks public soundcloud. needa finish joints sick em yall hoes,5366
1,pressure hoe,5367
0,fuck u nigger,5368
1,"' babyy moaaaanin got zone'nn. want bitch next , pussy like ecstasy .",5369
1,roberto one nasty hoe,5370
1,sharing caring . back tf bitch,5371
1,jump 2nd floor window cuz i'm side bitch crib girl beatin door - josh shaw,5372
2,much prefer classic blue yellow rams uniform anything we've seen since magical year. even close st,5373
1,jacob joshua picks similar. love faggot ruslan well,5374
1,"end ordination women faggots, whose aim weaken split communion.",5375
0,fucking retared even funny bitch im going sleep u,5376
2,"next update, would amazin two celebrations added. 1 shirt ( we'll take yellow) 2 rko",5377
1,"zactly. joique pounds bitch, bring reggie gaping holes inevitably appear.",5378
1,"even pretty bitches mad self conscious, instagram pic get enuff love gets taken",5379
1,dirty bitch dotn doubt,5380
0,i'm faggot /,5381
1,haha i'll shoot bitch guess gun bi,5382
1,dizzy bitch,5383
1,arent going stick one garbage recycling im going give single fuck im putting trash.,5384
2,cold going around little hick town everyone know locked houses better week. stay well,5385
1,byron leftwich fucks hard throws kills bitches,5386
1,great thing bitches offer,5387
1,laughing . that's hoe,5388
1,"what'd note say? stop bitch, here's flowers. 3 gets em everytime",5389
1,u finger asian bitch,5390
1,thick raw fuck damn man pussy getting workout.,5391
1,explaining girl u hoes,5392
1,named penis truth bitches can't handle it.,5393
2,hugged wacko-bird today?,5394
1,females always tryna make nigga feel bad shit like bitch i'ma smoke weed happy day,5395
1,"bitches like new avi i'm like bitch, new avi ugly, old avi ugly, bitch ugly.",5396
1,always find something bitch about.,5397
2,purchased first trenta iced coffee.this slippery slope,5398
1,also better little bitch,5399
1,hoe *,5400
1,ever look zayn like cunt reel,5401
1,"ain't sucking dick, sitting puckered lips? that's collagen, muhfuckin bitch",5402
1,lol @ next time bitch,5403
1,yes hoe. always camera!,5404
1,"first thing wit ya, next minute ya, like hoe clippers",5405
1,"hey. aside. graduation cap. like fuck you, bitch, detroit what.",5406
1,bahaha karma bitch,5407
1,faggot,5408
1,fuck twitter aint getting bitch,5409
1,hate bitches attitudes time,5410
2,5sos trash !,5411
1,"trying cat fish me, like nuh uh bitch get back.",5412
1,bumoose ducking insults like scared white pussy,5413
1,stay faithful room full hoes?,5414
2,i'll let u clam top let dat nookie pop i'm dat cookie jar ain't rookie girllll,5415
2,austin cute like look excited got oreos,5416
1,"idc story , petey pablo said name freek leek, automatically hoe",5417
1,7. still fucn ya ex? na bitch corny,5418
1,sorry spam dare search nigger twitter laugh. impossible.,5419
1,"pussy nigga, see ya whiskers",5420
1,bitch amanda ran away,5421
1,haha dont remember following ok? get pannies bunch cunt,5422
1,pizza wings bitches,5423
1,many bitches shady,5424
1,daiya nagore gets pussy fucked sucks cock pleasure.,5425
1,"' annnie say fuck niggah , soo weak ! can't tell freak ain't lookin love .",5426
1,"tweets never offended anyone, tweet like little bitch.",5427
1,big titty bitch lmao fuck good party,5428
1,mcm bc tomorrow's 6 months fuck everyone said last. proved bitches wrong ;,5429
0,fuck niggas would wanna continue mess messy ass bitches vs. somebody,5430
1,walked party playin nelly - air force ones. walked outta bitch immediately littered yard,5431
1,pussy wet gotta think things cum fast. like damn really failed 6th grade,5432
1,guys leave childish pussy alone? get sophisticated pussy.,5433
1,"always put gingers red, yellow, leopard print.",5434
1,fam. telling bitches sterile hit em raw,5435
1,"allegations, u bedroom? u see it? words naive blind bitch. know ur husband cheated u. ramona dumb!",5436
1,skimp shit bitch,5437
1,lil stupid ass bitch fuck you!,5438
1,"mrs. g, bitches. that's mrs. grohl know you.",5439
1,id rather niggah,5440
2,said smoking strong wrong smoking trash aint lungs aint pressure,5441
1,man hope think think hoe.,5442
1,8am biology lab ain't hoe,5443
0,fuckin yankees i'll 2 months i'll meet pussy,5444
1,thats never call bitch shit,5445
1,can't give hillbillies audience. they'll squander every time.,5446
2,"jeremy lin dunked lebron yankees cap, celebrated tebowing front brett favre, would espn exp .",5447
1,even catch pussy,5448
1,world sees 2 faggot jungle bunnies fucking one got pregnant,5449
2,"nobody judging birds, account even cause ripple ocean",5450
0,michael sam cut proves fags belong football heterosexual sport heterosexuals.,5451
0,claim macklemore favorite rapper i'm also assuming watch wnba free time faggot,5452
2,swears i'm man easily easily behind austin nip?,5453
0,faggot rant night.,5454
1,"shacking shit birds, yo",5455
1,ha! shyt niggas tell hoes 2 ho wanna more.,5456
1,"bro's hoes, bro's girlfriend",5457
1,"haha, says little bitch let someone take phone. real man let happen. little bitch would.",5458
1,"ohh mr i'm tough cause live retarded city thinks he's cool. people like shoveling snow, broke bum.",5459
1,watching football pussy soccer? wtf?,5460
1,feel like apart crowd like yes bitch lets indirectly talk shit,5461
0,want fag,5462
1,nigga showed sad ass dog girl pit would look hoe say nigga gone,5463
1,like look annoying little 17/18 year old asking ride haha fuck poser bitch ass,5464
1,i'm asking boy questions like bitch,5465
2,feel sorry anyone paid lic edc trash music,5466
1,tell baddest hoes beat unless gone strip,5467
1,fuck 'em can't take joke! liberal pussies think jokes sarah palin daughters funny.,5468
1,"excited tomorrow saturday, lazy bitch sunday.",5469
0,trash,5470
1,lol fake bitch,5471
1,took .1 molly (gonna die) pussy ass bitch,5472
1,monday bitch today.,5473
1,got patience hoes actin lame ima stop fuckin wit yo ass quick asl,5474
1,slow puddle bitch,5475
2,yu hoes love pump fake bout y'all lives social networks,5476
1,@ person significant hoe s/o cheating,5477
1,money neat bitches freaky everybody kno aint secret,5478
1,dumb bitch?,5479
2,boy u look like big bird sesame street,5480
2,charlie adorable.,5481
1,word ray rice marry ain't gone divorces bitch. way outta box handcuffs.,5482
1,fuckin moulinyan,5483
0,"medal hate fags, kill medal. thank u privilege let fags live.",5484
0,yeah right know mexicans bringing family hoe finna packed,5485
1,lmaooooooooooo nigga bitch want likes depressing shit.foh,5486
2,islamic jihadis run away pakistan unite blue,5487
1,wow. i'm lost. buttcheek piercings? yeah hoe,5488
2,republican lt governor missouri says he's sorry called law anglo-american law. racist pig is.,5489
1,bet. pay back bitch,5490
1,"understand why, everyone loves pussy",5491
1,i'll call u bitch short,5492
1,| lingerie | bitch lingerie getting wet cunt pounded,5493
1,"bitch bit dick, i'd probably beat shit her.",5494
1,lmaooo coley whammmmed add swervee bitch,5495
1,like herbal tea bitches matter anyone else does.,5496
1,i'm sticking theory black pussy tastes like strawberry milk.,5497
1,bitch. really care,5498
1,chicks mad tweetin hoes like i'm talkin specific someone lol sorry ladies shoe fits wear,5499
2,"that's nice jig, kearney. dancing much fun bullying?",5500
1,love bitches,5501
1,goal one day nice rolex wear hoe everyday,5502
1,bitches.,5503
1,friend that's hoe boring probably depressing.,5504
1,he's cheating wetback,5505
1,add snapchat bitches @ erinblair,5506
1,bad bitches good weed,5507
1,hahaha high school joke like fake bitches dumb niggas gather,5508
1,work pussy. + code real man,5509
1,versace belts lv wallets cut it. need really show ass up. little bitch,5510
1,bitches truly ain't shit !,5511
1,can't turn hoe house wife babbyyy.,5512
1,hoes ain't shit,5513
1,nicki minaj said fuck skinny bitches watch fat bitches come outta time play.,5514
1,"hope get mad, ladies. call bitches 'bitches' bc know names individually. -katt williams",5515
1,anytime somebody say u wan hear funny shit gon trash.,5516
1,ya bitch always bitching clearly care! annoying bitch!,5517
1,"*how girls become friends* omg, love shoes *how guys become friends* excuse sir,i see u fuck bitches. i, .",5518
2,common question get uou ghetto?,5519
2,pictured angus running side fob sharana every day afghanistan,5520
1,good pussy comes smart ass mouth crazy ass attitude,5521
1,pissrs tf call back half second later nd dont answer. bitch ass nigga,5522
1,fins sign finnegan? hes certified bitch,5523
1,bitches crazy.,5524
2,flow retarded,5525
2,"steek morele vinger maar j neus, zelfde soort types bij nato stenigt vrouwen bosjes",5526
1,josh hoe,5527
1,many bitches gon need change ya name jebidiah bitches.,5528
1,give ya hoes one girl work,5529
2,follow astros said. they're trash said. well look,5530
1,heres thought dont valentine bc mean ugly bitch haha,5531
1,hoe.,5532
1,hoes look clean foot.,5533
2,ritz crackers. idk anymore.,5534
1,yall still getting y'all face beat igggggy + still taking pics face full pussy nut?dawg yoi slut!,5535
1,say fucking name hoe,5536
1,sister bitch,5537
2,yes. . stalking weird people. many things.,5538
1,got yard work need done.you got me? control excitement sir. lets gooooo teena bitch!,5539
1,.now. photshopped pinhead like pistons instead fag got needles might impressed gay,5540
0,".you're white, you? *rolls eyes* rip nigga trayvon, worthless spear chucker",5541
1,one bitches make money !,5542
1,wussup bitch nun finna take,5543
1,"women, straight bitches.",5544
1,"chill, i'm coon sick fake bougie ass coons lol",5545
1,lil niggas can't hang big shit poppin bitch big first name,5546
1,thing irritating donald sterling cunt adam silver continually apologizing him.,5547
2,jihadi john beheader journalist foley sotloff 'arab charity collector' via,5548
2,pop wop drop tho,5549
1,im mad james let drink shit. payback bitch,5550
1,people need stop bitch made.,5551
1,| anal | anal gaping tranny play panty nylon part,5552
1,got bitches nervous like virgins flirtin wit uncle mervin,5553
2,trash us another conference- say goodbye,5554
1,hate pumpkin flavored items white bitches crazy they're nasty,5555
1,feel like entertaining hoes fall back even harder,5556
1,lmao. hoes!,5557
0,get trash ass niggas outta stadium!,5558
1,1. knew gettin pussy later 2. yakked 3. look stoned hell,5559
1,tarzan dis hoe,5560
1,attractive u real bitch!,5561
1,how's taste mothafucker? mmmhmmm bitch!,5562
1,"every man can't bad bitch. country got 100$ cash r willing go poverty roams,",5563
1,bobby bitch dropping five minutes though . let sink,5564
1,stop bitchy bitch,5565
1,like play bitch,5566
1,plot twist penis. penny would make bitch like balloon. balloons bitches float,5567
1,"boys want bad bitches , dummies. men want strong women respect support grind handling hers.",5568
1,stevie j nigga bitch ten,5569
1,broke hoe hating paid hoe!-#pimpchampaign,5570
1,got bad bitch trip,5571
2,"laughing deck gave me, yellow jesus stencils",5572
2,time ranger scouts head watch yankee prospects. rang ers,5573
1,sexy ass yellow bone,5574
1,say life make bitch i'm tryna make . straight,5575
1,hate bitches talk like rey fuck brains like im filrting lmao fuck u bitch,5576
1,went ya bitch house virgin anymore,5577
2,altyd zo geweest hoe vaak men ook zegt dit nooit meer!lozewoorden.puntjebijpaaltje vertonen z dierngedrag,5578
2,pops interviews remain warm fuzzy.,5579
1,let shirt go bitch aeropostale wtf wrong,5580
1,rt nerd trash likes set things fire sometimes,5581
1,short fuck boring hoes life's short wear boring clothes,5582
1,nigga get hug got hoes b,5583
1,keep hoes yet toes ! tell nothing,5584
1,"love fresh pussy, eat buffet.",5585
2,best asian massage park slope --top rated spa 718-622-0221 - 24,5586
1,"crack whip, cracker",5587
1,"' love talk crazy suck niggah dick , whole lotta spit let drip yea catch.",5588
1,bitch called bougie whore tho! ol angry bird! lmao,5589
1,"blunt head, fuck feds, eat pussy till tongue red",5590
1,sure ain't colored?,5591
1,original faggots,5592
1,talk behind back hate pussy shit,5593
1,hat paint beard shit. eat pussy grow one dawg. quit tryin shortcut,5594
2,"day care, i'm taking kitty nap hosers.",5595
1,u still fuck old bitch? disrespectful like shit,5596
1,"p hoes down, ya bitch swim tha hoe gone drown",5597
1,scary told come house fight even open door ! wtf scary ass hoe,5598
1,busy raging bitch caring best friend going hell there's punch,5599
1,fizz whole hoe outchea see would walking,5600
1,unhappy scrappy? got pataki me. bitches say i'm tacky daddy. range look like laffy taffy.,5601
1,looking like fucking bitches tho,5602
0,fuck fucking faggot ass randos even find zoe's ask account?,5603
1,want cheese whine bitch ?!,5604
1,neighborhood nigga like ain't supposed get pussy like,5605
2,music suggestion lil spook,5606
1,single colored man looking fo single white woman. fat ok. i'm nigga,5607
0,bitch need crowd fight clearly easily influenced weak minded likely commit suicide,5608
1,lmaoooo nah i'm turning yah gonna believe bitch bg bitch,5609
1,"lmfao twerk somewhere america hov says twerk, twerk bitch!",5610
1,me? nigga pussy. got hands dawg!,5611
1,stadiums play music jay-z former drug dealer whose diaphragm wouldnt work w/o saying nigger every song,5612
1,cause lsu trash doin college playoff ranking shit early?,5613
2,"im proud wacko bird, bout you?",5614
1,pussy came gift wrapped,5615
2,oxtails yellow rice blasphemy boneless,5616
2,learned 1932 japanese political plot assassinate charlie chaplin. please option tweet back .,5617
0,niggaz like naked bitches ig pics niggaz dont love em,5618
0,------ ankle socks general faggots bro,5619
1,main bitch side bitch mad @ could give 2 fucks,5620
1,twitter private instagram public u r probs trash talking thot,5621
1,"what's good, family? gym looking hoes hit u later",5622
1,wear vineyard vines american flag chubbies. i'm opposite wigga.,5623
1,"bitch want numba, gotta.fuck bruda",5624
1,god wrote em think coon,5625
1,project pay soft ass little bitch.,5626
2,given rickety slant roof i'd say like pizza shanty,5627
1,willow tree pocohontas bitch 7 years old,5628
1,"mother nature drunk again, bitch knows party.",5629
1,started fuckin bitches believe everything horoscope say.they believe dumbass horoscopes gunna bel,5630
1,haha pussy,5631
0,least im black bitch parents left mcdonalds parking lot born,5632
1,hold women leaving good men quotes seen nigga girl post instagram copied google.u hoes crazy,5633
1,miss ya nigger,5634
2,y'all als challenge y'all gonna donate? cuz $10k tiger blood donate unlike charlie,5635
1,one room full bad bitches .! lmao! can't believe i'm kicking mains myspace .!,5636
1,tho bro? hate nosey bitch. others,5637
1,throwing fire crackers cars? shit funny fuck !,5638
1,brother weekend bitch!,5639
1,foxtrot uniform charlie kilo.,5640
2,extra yellow.,5641
1,cancel hoe! ain't nothing cut b!tch off!,5642
1,boyyyyy bitch pussy taste lil mama's spaghetti. would b 1 happy bitch!,5643
1,could catch round half pussies,5644
1,"somewhere need therapy bitch, im fine",5645
1,"broke, even though obama working it, bitch, got something",5646
2,jets trash bad see meant,5647
1,icepick punk bitch blood mosh pit,5648
1,ya side hoe tryna act,5649
1,yall bitches liking yall asses ate lmfao,5650
1,"drew stubbs pimp, even hit hoe.",5651
1,nicca fucc yu,5652
1,wanna b side nigga thick pretty faced cuffed hoe coke bumps garbage underground rappers n shops p,5653
1,niggas like fuckin roaches. let one hot dam infested. crazy bitch. dig yo ass,5654
1,"paid dis much da belt, betta crack bitch",5655
1,seat drunk bitch,5656
2,"white lighter bad luck, yellow ur stupid",5657
1,"i'm gonna rock cock out, gonna jam clam",5658
1,reaction spoiled white kid says nigga like thug. every time whig gers,5659
1,everyone north getting pregnant i'm glad bitch ass moved,5660
1,went iiiiiiinnnnnn hoe bro!,5661
1,wet warm pussy,5662
2,informed bird (pheonix) today could find physical image of.all paintings.mythological extinct?,5663
1,aint nun cut bitch,5664
1,bitch im waitin chicken nuggets,5665
1,going fuck camera least freak boring 45 year ol lady. got hoe under. granny porn?,5666
1,backbone every nicca need spine,5667
1,i'm assuming would look something like bitch slap dickpunch,5668
0,smh nigga mildly retarded lmfao griff injuries legit 6-1,5669
1,person big booty bitches,5670
1,either trolling retarded.,5671
1,ain't real nigga without goal chase yellow bone bitch w/ toes paint,5672
1,dumb ass hoe,5673
1,u bitch boy,5674
1,rico full shyt full money hoe,5675
0,"got dyke wit child whse mgr, jus hired another girlboy dis week.",5676
1,ain't nothing funnier watching woman try hide inner hoe know like get hit back finger.nvm,5677
1,dont get twisted said aint playin ny state mind bitches around *clicks link*,5678
1,talking every hick san antonio ride big 45 console,5679
1,nicca dm talkn bout follow instagram . lame nicca longer follow twitter . dot hat,5680
2,"good job tonight! need eat crackers so,you'll stop throwing !",5681
1,bamoose prophet right thy hoes ain't loyal,5682
1,something like perfectionist even check horoscope bitch,5683
1,real bitches really hungry arguing bitches twitter straight flexin,5684
2,trash,5685
1,thanks text. found hoe.,5686
1,fuck yall sayin bitch h456d love,5687
1,free bitch . stay used yo hol yo cdfu,5688
2,international law enforcement operation disrupts shylock banking malware - pcworld international law enforcem.,5689
1,"bitch really gonna sit tell need parent w doctors even i'm 18 uh,",5690
1,u bitches could neva get buy dem snacks. fuk wit,5691
1,hardly ever sober bitch party till over.,5692
2,kid today.michelle obama's lunch would wind trash,5693
2,course! win lose always exciting matches. spilt blood trash talker!,5694
1,i'd say im back old old bitches would get excited,5695
1,new 1d song diana well written well done boyzzzzzz bow bitch,5696
2,hey hillbilly jim greg hammer valentine,5697
1,chris brown said hoes wasnt loyal smh,5698
1,cunt,5699
1,"miss bf well, miss limewire. sooo shut fuck up, whiny bitch",5700
1,crime nigga wanna eat pussy?,5701
1,bitch bout make commit murder,5702
1,! shit hear might true might faker bitch told ya,5703
2,yellow face no.,5704
2,watch pur avid,5705
0,haha ight nig calm yoself,5706
1,bitch gmfu. huh? huh lol,5707
1,nope thts wht says here. i'm hoe. i'm people person,5708
1,think bad well bitch meaner,5709
1,sound retarded learning quickly!,5710
1,nicki said fuck skinny bitches .uh oh,5711
1,"could complain racial profiling i'm sure, bloody twats",5712
2,law clam chowder must served im bread bowls? haha,5713
1,"bad bitch, chest out.no wonder miss righteous keeps getting left",5714
1,niggas cheat even know bitch name. shit aint cheating.,5715
1,part chink.,5716
1,best bitches,5717
1,eeeeeeeee got hoes,5718
1,shoutouts main bitches side bitchess !,5719
1,mo bitch special ed darlene backatown gn,5720
1,stfu hoe fucking answer smack shit outta faggot aunt.,5721
1,niggas pussies.cameltoes,5722
1,bitch that's sure,5723
1,"hank jr. half man daddy was, he'd bitch-slap brantly gilbert name mouth.",5724
1,0 hoes,5725
1,bitch? mean gets mild salsa? father ashamed.,5726
2,someone get cheese crackers,5727
1,billy goat hillbillies sucking fucking. disgraceful brazzen faced unabashed pig,5728
1,"twerking chamber secrets, bad bitches",5729
1,bitches,5730
1,"thought sleeping, bitch",5731
1,kobe stay talking trash. let's forget meant one. smh.,5732
1,nigguh never play football,5733
1,skinny young nigga n im finer bitch,5734
1,sone y'all bitches need morning glory milk baths,5735
1,"good weed, bad bitch. got hoes dick like brad pitt.",5736
1,afraid commitment -a hoe,5737
2,"wise decision,this alfie must right mong.",5738
1,do. else teachers constantly bitch pay?,5739
1,julius peppers still seems retarded.,5740
1,"bitches know bitches, bitch.",5741
1,things calm down. pussy cali tree.,5742
1,got bitches snowboarding,5743
